,id,slug,status,title,property_type,purchase_type,bedrooms,bathrooms,area,city,state,photo_url,lister,lat,lng,price,createdat,price_per_sq_ft,trends
639,13460,wimberley-texas-12-new-rustic-custom-tiny-house,active,New Rustic Custom Tiny House,Tiny House On Wheels,purchase,2.0,1.0,290.0,Wimberley,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0382_xdpzat.jpg,24912,29.997436,-98.09862,45000.0,2017-08-05,155.17,
640,13461,pinehurst-tx-15-tiny-house-lofted-barn-style-cabin,active,Tiny House- Lofted Barn Style Cabin,Cabin,purchase,0.0,1.0,384.0,Pinehurst,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1333_kzskx3.jpg,24913,30.170237,-95.682019,12000.0,2017-08-05,31.25,Farmhouse
641,13452,denver-colorado-12-1935-caboose-train-car-very-solid-structure-interior-remodel-new-roof-a-unique-tiny-home,active,1935 caboose train car VERY SOLID structure -interior remodel-new roof a unique tiny home,Converted Railcar,purchase,0.0,1.0,300.0,Denver,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/ext-IMG_5654_2_cunryw.jpg,24900,39.739236,-104.990251,35000.0,2017-08-03,116.67,
642,13449,chicago-il-12-roomy-18-thow,active,Roomy 18' THOW,Tiny House On Wheels,purchase,0.0,1.0,144.0,Chicago,Illinois,http://res.cloudinary.com/tinyhouselistings/image/upload/image-18_gabgs8.jpg,22770,41.878114,-87.629798,20000.0,2017-08-03,138.89,
643,13446,conroe-15-tiny-house-must-be-moved-by-mobile-home-mover,active,Tiny House *must be moved by mobile home mover,Tiny House On Wheels,purchase,0.0,1.0,500.0,Conroe,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0117_tg25hw.jpg,21961,30.311877,-95.456051,32000.0,2017-08-02,64.0,
644,13444,eugene-oregon-12-one-of-a-kind-tiny-house,active,One of a Kind Tiny House,Tiny House On Wheels,purchase,0.0,1.0,150.0,Eugene,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/20170718_143857_g9xgyj.jpg,24893,44.052069,-123.086754,33000.0,2017-08-02,220.0,
645,13443,kansas-city-missouri-12-54-passenger-skoolie,active,54 passenger skoolie,Tiny House On Wheels,purchase,1.0,1.0,200.0,Kansas City,Missouri,http://res.cloudinary.com/tinyhouselistings/image/upload/20170729_211001_usu4e5.jpg,24891,39.099727,-94.578567,5000.0,2017-08-01,25.0,Urban
646,13436,savannah-ga-15-tiny-home-savannah-ga,active,Tiny home Savannah ga,Tiny House On Wheels,purchase,2.0,0.0,320.0,Savannah,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1709_aaq0el.jpg,24880,32.083541,-81.099834,8000.0,2017-07-30,25.0,
648,13422,carroll-county-new-hampshire-12-tiny-cedar-clad-cabin-in-nh-2,active,Tiny Cedar Clad Cabin in NH,Cabin,purchase,1.0,1.0,190.0,Wakefield,New Hampshire,http://res.cloudinary.com/tinyhouselistings/image/upload/cedar-24-2_lz7whv.jpg,24860,43.575127,-71.065626,38500.0,2017-07-25,202.63,Treehouse
650,13412,jeffersonville-in-12-tumbleweed-tiny-house,active,Tumbleweed Tiny House Shell,Tiny House On Wheels,purchase,2.0,1.0,283.0,Jeffersonville,Indiana,http://res.cloudinary.com/tinyhouselistings/image/upload/FullSizeRender-4_zypaqn.jpg,24847,38.27757,-85.737185,50000.0,2017-07-24,176.68,
652,13414,katy-texas-12-tiny-eclectic-cabin-on-wheels,active,Tiny Eclectic Cabin on Wheels,Tiny House On Wheels,purchase,1.0,1.0,380.0,Katy,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1719_nwgokq.jpg,24849,29.785785,-95.824396,75000.0,2017-07-24,197.37,
655,13403,bend-or-12-apollo-79-db-3000-the-don-draper-tiny-house-on-wheels,active,"Apollo '79, DB 3000 ""The Don Draper"" tiny house on wheels)",Tiny House On Wheels,purchase,1.0,1.0,300.0,Bend,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/DD-with-canopy_rmaglj.jpg,24830,44.058173,-121.31531,29995.0,2017-07-22,99.98,
656,13401,houston-tx-12-32-ft-tiny-house,active,32 ft Tiny house,Tiny House On Wheels,purchase,2.0,1.0,340.0,Houston,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/20170709_125539_blyszy.jpg,24826,29.760427,-95.369803,44850.0,2017-07-21,131.91,
657,13393,gilmer-tx-12-brand-new-full-tiny-house,active,Brand New Full Tiny House,Tiny House On Wheels,model,1.0,1.0,480.0,Gilmer,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/received_10154804953422205_mzra7s.jpg,24818,32.728747,-94.942438,42000.0,2017-07-20,87.5,
658,13394,dadeville-alabama-usa-12-summer-drift-cottage,active,Summer Drift cottage,Tiny House On Wheels,purchase,1.0,1.0,452.0,Dadeville,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/ARC1232.01.00-Ground-1_a9dc2m.jpg,24819,32.831238,-85.763569,49500.0,2017-07-20,109.51,
659,13386,madison-wi-15-custom-tiny-house,active,Custom Tiny House,Tiny House On Wheels,purchase,0.0,1.0,96.0,Madison,Wisconsin,http://res.cloudinary.com/tinyhouselistings/image/upload/tiny-house-rear_cu8dgf.jpg,24812,43.073052,-89.40123,3000.0,2017-07-18,31.25,
661,13387,dallas-tx-12-8-x-24-tiny-house-loaded-and-ready-like-new,active,8 X 24 Tiny House loaded and ready LIKE NEW!!,Tiny House,purchase,2.0,1.0,330.0,Dallas,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/00r0r_7fP66somdkm_600x450_dnfymh.jpg,24813,33.234621,-97.24663,34995.0,2017-07-18,106.05,
663,13200,rutledge-ga-bigheart-tiny-house-diy,active,BIGHEART Tiny House DIY &amp; Complete,Tiny House,purchase,0.0,1.0,208.0,Rutledge,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/00u0u_4YGH0TNAFbz_1200x900_lbkibd.jpg,24507,33.59,-83.63,18999.0,2017-07-17,91.34,
666,13367,fort-collins-12-mobile-tiny-home-with-solar,active,Mobile Tiny Home with Solar,Tiny House On Wheels,purchase,1.0,1.0,180.0,Fort Collins,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/FB_IMG_1471270346916_xizon7.jpg,24784,40.58526,-105.084423,28000.0,2017-07-15,155.56,
667,13365,west-milton-ohio-12-beautiful-tiny-home-on-wheels,active,Beautiful tiny home on wheels,Tiny House On Wheels,purchase,2.0,1.0,317.0,West Milton,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0244-e1500045280981_teydbg.jpg,24781,39.962553,-84.328002,43000.0,2017-07-13,135.65,
668,13361,caldwell-idaho-12-tiny-house-toy-hauler,active,Tiny House Toy Hauler,Tiny House On Wheels,purchase,1.0,1.0,280.0,Caldwell,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/tiny-house-toy-hauler-tiny-idahomes-22_khfajz.jpg,24773,43.662938,-116.68736,82000.0,2017-07-12,292.86,
669,13360,woodstock-ny-15-fully-ready-to-go-tiny-house-free-delivery-free-solar-kit,active,Fully Ready To Go Tiny House Free delivery + free solar kit,Tiny Eco House,purchase,0.0,0.0,200.0,Woodstock,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/3_rhop0m.jpg,24772,42.040925,-74.118197,25000.0,2017-07-11,125.0,
671,13335,austin-tx-12-beautiful-custom-naturally-lit-tiny-house,active,Beautiful Custom Naturally Lit Tiny House,Tiny House,purchase,0.0,1.0,204.0,Austin,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/Screen-Shot-2017-07-05-at-11.58.41-AM_blh2k9.jpg,24705,30.267153,-97.743061,59900.0,2017-07-05,293.63,
673,13330,olympia-wa-12-adorable-cottage-style-tiny-home,active,Adorable cottage style tiny home,Tiny House On Wheels,purchase,1.0,1.0,240.0,Bremerton,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_4641_phzjly.jpg,24699,47.565007,-122.626977,29500.0,2017-07-04,122.92,
674,13332,nc-12-cargo-trailer-camper-tiny-house,changes_rejected,Cargo trailer camper tiny house,Rv,model,1.0,1.0,80.0,Hickory,North Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/B31D2D30-BCDD-408B-A3CE-BB1C25E49C96_xnzwx4.jpg,24616,35.759573,-79.0193,6555.0,2017-07-04,81.94,
675,13320,ohio-12-custom-44-tiny-house,active,Custom 44' Tiny House,Tiny House On Wheels,purchase,1.0,1.0,352.0,,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/20170611_202312-1_m2loo8.jpg,24679,40.417287,-82.907123,45000.0,2017-07-02,127.84,
676,13325,sadler-tx-12-the-heritage,active,The Heritage,Tiny House On Wheels,model,0.0,1.0,208.0,Sadler,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/19467590_807529179427866_6180489589585031041_o-1_pj89bf.jpg,24691,33.682606,-96.848335,47500.0,2017-07-01,228.37,
677,13326,stratford-ok-15-tiny-house,active,Tiny House To Be Moved To Your Land,Tiny House On Wheels,model,0.0,1.0,360.0,Stratford,Oklahoma,http://res.cloudinary.com/tinyhouselistings/image/upload/20170701_141955-e1499005093507_fkiwen.jpg,24692,34.79675,-96.959464,35000.0,2017-07-01,97.22,
678,13321,1990-kimball-st-binghamton-ny-13903-15-binghamton-ny-tiny-home,active,Binghamton NY Tiny Home,Tiny House On Wheels,purchase,2.0,1.0,500.0,Binghamton,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/20170301_120747_wwtxxy.jpg,24681,42.070656,-75.911274,94500.0,2017-06-30,189.0,
679,13311,los-angeles-california-usa-12-sprinter-tiny-house,active,Sprinter Tiny House,Tiny House On Wheels,purchase,0.0,0.0,100.0,Los Angeles,California,http://res.cloudinary.com/tinyhouselistings/image/upload/Van_-4_tcd7m8.jpg,24664,34.052234,-118.243685,64999.0,2017-06-28,649.99,
680,13318,windham-maine-usa-15-12x16-tiny-house,active,12x16 tiny house,Tiny House,purchase,0.0,1.0,192.0,Windham,Maine,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1212-1-e1498698300227_ryzasu.jpg,24675,43.758858,-70.398706,6500.0,2017-06-28,33.85,
681,13315,fletcher-oh-12-tiny-house-project,active,Tiny House Project,Tiny House On Wheels,purchase,0.0,0.0,160.0,Fletcher,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0976_lg0wsf.jpg,24672,40.144775,-84.112441,14000.0,2017-06-28,87.5,
682,13304,soso-ms-12-tiny-lake-house,active,Tiny lake house,Tiny House On Wheels,purchase,0.0,1.0,272.0,Soso,Mississippi,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0236-1-e1498477598352_coqfdb.jpg,24653,31.756827,-89.274227,50000.0,2017-06-26,183.82,
683,13299,joshua-tree-ca-12-ultra-low-impact-tiny-house,active,Ultra-Low Impact Tiny House,Tiny House On Wheels,purchase,0.0,1.0,96.0,Joshua Tree,California,http://res.cloudinary.com/tinyhouselistings/image/upload/06-Open_diy5se.jpg,24643,34.134728,-116.313066,32000.0,2017-06-25,333.33,
684,13301,fresnocalifornia-12-tiny-house,active,Tiny House,Tiny House On Wheels,purchase,0.0,1.0,170.0,Fresno,California,http://res.cloudinary.com/tinyhouselistings/image/upload/20170415_100629_tepp6t.jpg,24645,36.746842,-119.772587,25000.0,2017-06-24,147.06,
685,13300,portland-oregon-12-make-this-16-artisan-tiny-home-yours,active,Make this 16' Artisan Tiny Home Yours!,Tiny House On Wheels,purchase,1.0,1.0,100.0,Portland,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/RC-Outside-1_hmctld.jpg,24644,45.523062,-122.676482,59999.0,2017-06-24,599.99,
686,13295,concord-nh-12-tiny-home-shell-or-finished,active,Tiny Home (Shell or Finished),Tiny House On Wheels,model,0.0,1.0,184.0,Concord,New Hampshire,http://res.cloudinary.com/tinyhouselistings/image/upload/KIMG0104-1_eky79m.jpg,23020,43.208137,-71.537572,9000.0,2017-06-22,48.91,
687,13296,huntingdon-valley-pa-12-custom-tiny-house-on-wheels,active,Custom Tiny House On Wheels,Tiny House On Wheels,purchase,0.0,1.0,220.0,Bryn Athyn,Pennsylvania,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2661-3_ndgtmp.jpg,21589,40.13799,-75.072796,37500.0,2017-06-22,170.45,
688,13289,anaconda-mt-15-jessica-hall-2,active,360 Square Feet of Living Space,Tiny House On Wheels,purchase,0.0,1.0,360.0,Anaconda,Montana,http://res.cloudinary.com/tinyhouselistings/image/upload/20170621_112353-1_q5j8on.jpg,24632,46.1263,-112.947836,60000.0,2017-06-21,166.67,
689,13287,avon-north-carolina-15-mini-mermaid-cottage,active,Mini Mermaid Cottage,Tiny House On Wheels,purchase,1.0,0.0,64.0,Avon,North Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/Microhouse_08-copy-1_rbu0m4.jpg,21690,35.352186,-75.510845,8500.0,2017-06-21,132.81,
690,13281,sand-lake-michigan-12-tinyhaus,active,Tinyhaus,Tiny House On Wheels,purchase,1.0,1.0,320.0,Sand Lake,Michigan,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20170601_141903438_a9dq7k.jpg,24625,43.291972,-85.517814,50000.0,2017-06-20,156.25,
691,13276,fairfield-il-12-frontier-community-college-tiny-house,active,Frontier Community College Tiny House,Tiny House On Wheels,purchase,0.0,1.0,256.0,Fairfield,Illinois,http://res.cloudinary.com/tinyhouselistings/image/upload/Tiny-House-Pic_ovejen.jpg,24617,38.378937,-88.359768,40000.0,2017-06-20,156.25,
692,13272,grand-rapids-mi-12-ready-to-live-and-sail,active,Ready to live and sail!,Tiny House On Wheels,purchase,1.0,0.0,260.0,Grand Rapids,Michigan,http://res.cloudinary.com/tinyhouselistings/image/upload/19242981_10208970731176802_8207348837131317771_o_icotvi.jpg,24613,42.96336,-85.668086,7000.0,2017-06-18,26.92,
693,13269,fairview-tn-usa-15-16x24-tiny-house-dream-2,active,16x24 Tiny House Dream,Tiny House On Wheels,purchase,1.0,1.0,384.0,Fairview,Tennessee,http://res.cloudinary.com/tinyhouselistings/image/upload/PSX_20170518_1103091_ofkcaz.jpg,24447,35.982007,-87.121395,25000.0,2017-06-17,65.1,Boho
694,13270,friendswood-tx-12-texas-tiny-house-south-houston,active,Texas Tiny House (South Houston),Tiny House On Wheels,purchase,0.0,1.0,240.0,Friendswood,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/FullSizeRender-1_o4z6gi.jpg,24610,29.5294,-95.201045,42500.0,2017-06-17,177.08,
695,13267,toledo-ohio-12-1991-international-blue-bird-school-bus,active,1991 International Blue Bird School Bus,Tiny House On Wheels,purchase,1.0,0.0,256.0,Toledo,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/bus1-1_bh6b7m.jpg,24605,41.663938,-83.555212,5000.0,2017-06-16,19.53,
696,13266,ojai-ca-15-tiny-house-guest-house-converted-cargo-container,active,Tiny House / Guest House / Converted Cargo Container,Tiny House,purchase,1.0,1.0,320.0,Ventura,California,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_5792_pahggr.jpg,24602,34.274646,-119.229032,28000.0,2017-06-16,87.5,
697,13265,lewisburg-tn-usa-15-justin,active,Amish built building,Tiny House On Wheels,purchase,2.0,1.0,300.0,Lewisburg,Tennessee,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2945-1_t4p4hg.jpg,24601,35.44924,-86.788889,20000.0,2017-06-15,66.67,
698,13262,blacksburgsc-15-finished-tiny-house-in-blacksburgsc,active,"Finished Tiny House in Blacksburg,SC",Tiny House On Wheels,purchase,0.0,1.0,336.0,Blacksburg,South Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/20170612_155007-e1497534074541_vnsbcb.jpg,24595,35.121241,-81.515925,14500.0,2017-06-14,43.15,
699,13263,queens-new-york-usa-12-great-start-up-little-house-30-x-8-5,active,Great Start Up Little House 30' x 8.5',Tiny House On Wheels,purchase,0.0,0.0,255.0,,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/3676201519535446581-account_id1-1_kltte9.jpg,24555,40.728224,-73.794852,13000.0,2017-06-14,50.98,
700,13260,united-states-12-240-sq-ft-with-2-sleeping-lofts,active,Tiny Home by 4 Seasons Custom Carpentry,Tiny House On Wheels,model,0.0,1.0,240.0,Pagosa Springs,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG950444_wvfdas.jpg,24593,37.26945,-107.009762,48000.0,2017-06-14,200.0,
701,13256,trout-creek-new-york-15-your-dream-tiny-house,active,Your Dream Tiny House,Tiny House On Wheels,purchase,1.0,1.0,500.0,Trout Creek,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/DSCN0078_criwht.jpg,24586,42.203746,-75.279322,40000.0,2017-06-13,80.0,Boho
702,13253,fort-worth-tx-15-tiny-house-luxury,active,Tiny House Luxury MUST SELL,Tiny House On Wheels,purchase,0.0,0.0,485.0,Fort Worth,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/8a172c304c20f7fb1b03ffcc8fec379f_sh7rkh.jpg,24582,32.755488,-97.330766,28000.0,2017-06-12,57.73,
703,13245,harbor-springs-micigan-12-shepherd-hut,active,Shepherds Hut,Tiny House On Wheels,purchase,1.0,0.0,98.0,Harbor Springs,Michigan,http://res.cloudinary.com/tinyhouselistings/image/upload/image-7_vyhz3p.jpg,22058,45.431676,-84.991999,13500.0,2017-06-11,137.76,
704,13238,culpeper-virginia-12-experience-tiny-living,active,Experience tiny living,Tiny House,purchase,0.0,1.0,200.0,Culpeper,Virginia,http://res.cloudinary.com/tinyhouselistings/image/upload/Screenshot_2017-05-25-14-53-58-1_oxopjk.jpg,24373,38.472963,-77.996251,24880.0,2017-06-09,124.4,
706,13231,nebraska-15-house-2,active,House Need A Little Work,Tiny House,purchase,1.0,1.0,520.0,Superior,Nebraska,http://res.cloudinary.com/tinyhouselistings/image/upload/112_ljvokf.jpg,24554,41.492537,-99.901813,30000.0,2017-06-07,57.69,
707,13232,ridgeland-sc-12-customizable-tiny-house,active,Customizable Tiny House,Tiny House On Wheels,purchase,0.0,1.0,224.0,Ridgeland,South Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC00087_mcbcjn.jpg,24556,32.480744,-80.980386,22000.0,2017-06-07,98.21,
708,13223,granburytx-12-journey-wilder-tiny-house-on-wheels-volted-ceilings-natural-light-north-texas,active,"""Journey Wilder"" TINY HOUSE ON WHEELS ,vaulted ceilings ,natural light , north Texas",Tiny House On Wheels,purchase,1.0,1.0,256.0,Granbury,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/new-1_dvy94t.jpg,24545,32.442083,-97.794197,23000.0,2017-06-05,89.84,
709,13214,umatilla-fl-12-tiny-house-and-75x100-lot,active,Owner financed Tiny House and Land under $20k,Tiny House On Wheels,purchase,1.0,1.0,50.0,Umatilla,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2176_qbrrlf.jpg,23487,28.929432,-81.665631,19900.0,2017-06-04,398.0,
710,13211,sun-city-california-riverside-county-12-1969-dodge-wright-way-rv,active,1969 Dodge Wright Way RV,Rv,purchase,1.0,1.0,288.0,Menifee,California,http://res.cloudinary.com/tinyhouselistings/image/upload/5400062528_e2f009b8f7_o_js06dn.jpg,24524,33.655739,-117.185294,4000.0,2017-06-04,13.89,Urban
711,13216,orlando-florida-12-stealth-camping,active,Stealth camping,Tiny House On Wheels,purchase,1.0,1.0,72.0,Orlando,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/1421698232859_wzttmk.jpg,24529,28.538336,-81.379237,6999.0,2017-06-04,97.21,
712,13210,functional-tiny-house,active,Functional Tiny House,Tiny House,purchase,1.0,1.0,240.0,Opp,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/1-TH-outside1_nzsezb.jpg,24523,31.282669,-86.255507,44000.0,2017-06-03,183.33,
713,13219,dickson-tn-12-24-ft-tiny-house-shell,active,24 ft tiny house shell,Tiny House On Wheels,purchase,2.0,1.0,220.0,Dickson,Tennessee,http://res.cloudinary.com/tinyhouselistings/image/upload/20170603_101508_resized-1_gnhhpg.jpg,24535,36.077005,-87.38779,4500.0,2017-06-03,20.45,
714,13212,fort-collins-co-12-tiny-house,active,Tiny House,Tiny House On Wheels,purchase,0.0,0.0,70.0,Fort Collins,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/2017051795195903_dlk0ty.jpg,24525,40.58526,-105.084423,2800.0,2017-06-03,40.0,
715,13202,fort-worth-texas-open-and-spacious-tiny-house-for-sale,active,Open and spacious tiny house for sale,Tiny House On Wheels,purchase,1.0,1.0,218.0,Fort Worth,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1826_wr1zmy.jpg,23962,32.755488,-97.330766,44500.0,2017-05-29,204.13,
716,13198,calhan-co-12-custom-built-10-x-50-mobile,active,Priced to sale fast..,Tiny House On Wheels,purchase,1.0,1.0,420.0,Calhan,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/20170516_154757-2_g3yjlx.jpg,24501,39.035546,-104.297186,25000.0,2017-05-27,59.52,
717,13189,montgomery-texas-usa-12-2017-custom-tiny-house-on-wheels-8-x-16,active,2017 Custom Tiny House on Wheels 8' x 16',Tiny House On Wheels,purchase,1.0,1.0,150.0,Montgomery,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/image-3_tnngcs.jpg,24461,30.388261,-95.696336,26900.0,2017-05-26,179.33,
718,13191,lubbock-tx-12-1984-chevy-bus-5-7l-v8-48k-miles-tiny-bus-shell,active,1984 Chevy Bus 5.7L V8/ 48k MILES - Tiny bus shell,Tiny House On Wheels,purchase,1.0,0.0,50.0,Lubbock,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/Bus-1_puct6i.jpg,24492,33.577863,-101.855167,4000.0,2017-05-25,80.0,
